Domain,Method,Path,Controller/action,Required middleware,Required capability,Required headers,row_version / mutation contract,Idempotency-Key,Feature flag/gate,Day-1 relevance,customer-web status,staff-web status,Gap severity,Required work,Source paths
Reporting,GET,/api/v1/staff/reporting/daily-operations,OperationsReportController@index,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,reporting.view,X-Staff-Key; Idempotency-Key for mutations,No,No,none,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete reporting page proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Reporting,GET,/api/v1/staff/reporting/daily-inventory,InventoryReportController@index,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,reporting.view,X-Staff-Key; Idempotency-Key for mutations,No,No,none,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete reporting page proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Kitchen/KDS,GET,/api/v1/staff/kitchen/stations,KitchenDispatchController@stations,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,kitchen.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,staff.kitchen_dispatch for mutations,NO mutation,NOT_APPLICABLE,GATED/PARTIAL,MEDIUM,Station selection proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Kitchen/KDS,GET,/api/v1/staff/kitchen/stations/{station_id}/tickets,KitchenDispatchController@stationTickets,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,kitchen.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,staff.kitchen_dispatch for mutations,NO mutation,NOT_APPLICABLE,GATED/PARTIAL,MEDIUM,Ticket board proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Kitchen/KDS,POST,/api/v1/staff/orders/{order_id}/kitchen/dispatch,KitchenDispatchController@dispatchOrder,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,order.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,staff.kitchen_dispatch false prod-like,NO,NOT_APPLICABLE,GATED/PARTIAL,HIGH,Keep gated; complete dispatch proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Kitchen/KDS,POST,/api/v1/staff/kitchen/tickets/{ticket_id}/fire,KitchenDispatchController@fire,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,kitchen.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,staff.kitchen_dispatch false prod-like,NO,NOT_APPLICABLE,GATED/PARTIAL,HIGH,Keep gated; complete fire proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Kitchen/KDS,POST,/api/v1/staff/kitchen/tickets/{ticket_id}/bump,KitchenDispatchController@bump,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,kitchen.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,staff.kitchen_dispatch false prod-like,NO,NOT_APPLICABLE,GATED/PARTIAL,HIGH,Keep gated; complete bump proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Kitchen/KDS,POST,/api/v1/staff/kitchen/tickets/{ticket_id}/recall,KitchenDispatchController@recall,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,kitchen.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,staff.kitchen_dispatch false prod-like,NO,NOT_APPLICABLE,GATED/PARTIAL,HIGH,Keep gated; complete recall proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Kitchen/KDS,GET,/api/v1/staff/kitchen/changes,KitchenDispatchController@changes,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,kitchen.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,staff.kitchen_dispatch for mutations,NO mutation,NOT_APPLICABLE,GATED/PARTIAL,MEDIUM,Changes feed proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Order item lifecycle,PATCH,/api/v1/staff/orders/{order_id}/items/{order_item_id},OrderItemLifecycleController@update,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,order.manage,X-Staff-Key; Idempotency-Key for mutations,body.order_row_version + body.row_version required,Required,none,YES,NOT_APPLICABLE,PARTIAL,HIGH,Complete line item edit/status with stale-write proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Order item lifecycle,POST,/api/v1/staff/orders/{order_id}/items/{order_item_id}/status,OrderItemLifecycleController@updateStatus,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,order.manage,X-Staff-Key; Idempotency-Key for mutations,body.order_row_version + body.row_version required,Required,none,YES,NOT_APPLICABLE,PARTIAL,HIGH,Complete line item status with stale-write proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Privacy/data export/audit,GET,/api/v1/admin/privacy/requests,PrivacyController@index,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,privacy.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,none,NO,NOT_APPLICABLE,MISSING/PARTIAL,MEDIUM,Add admin privacy request list/review workspace.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Privacy/data export/audit,GET,/api/v1/admin/privacy/customers/{user_id}/data-export,PrivacyController@exportCustomerData,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,privacy.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,none,NO,NOT_APPLICABLE,MISSING/PARTIAL,MEDIUM,Add guarded customer data export action.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Privacy/data export/audit,POST,/api/v1/admin/privacy/requests/{request_id}/review,PrivacyController@review,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,privacy.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,payload-dependent,Required,none,NO,NOT_APPLICABLE,MISSING/PARTIAL,HIGH,Add idempotent privacy review with audit trail.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Menu admin,GET,/api/v1/admin/menu/categories,MenuCategoryController@index,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,menu.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,none,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete admin category list/filter.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Menu admin,POST,/api/v1/admin/menu/categories,MenuCategoryController@store,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,menu.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,Required,none,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete category create.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Menu admin,PATCH,/api/v1/admin/menu/categories/{category_id},MenuCategoryController@update,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,menu.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,row_version expected/verify,Required,none,NO,NOT_APPLICABLE,PARTIAL/MISSING,HIGH,Complete category update row_version.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Menu admin,GET,/api/v1/admin/menu/items,MenuItemController@index,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,menu.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,none,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete item list/filter.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Menu admin,POST,/api/v1/admin/menu/items,MenuItemController@store,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,menu.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,Required,none,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete item create.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Menu admin,PATCH,/api/v1/admin/menu/items/{item_id},MenuItemController@update,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,menu.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,row_version expected/verify,Required,none,NO,NOT_APPLICABLE,PARTIAL/MISSING,HIGH,Complete item update.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Menu admin,GET,/api/v1/admin/menu/items/{item_id}/prices,MenuItemPriceController@index,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,menu.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,none,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete price history UI.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Menu admin,POST,/api/v1/admin/menu/items/{item_id}/prices,MenuItemPriceController@store,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,menu.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,Required,none,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete price create.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Menu admin,PUT,/api/v1/admin/menu/prices/{price_id},MenuItemPriceController@update,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,menu.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,row_version expected/verify,Required,none,NO,NOT_APPLICABLE,MISSING/PARTIAL,HIGH,Complete price update.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Master data import/export,GET,/api/v1/admin/menu/categories/export,MasterDataExportController@export,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,menu.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,none,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete export download.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Master data import/export,POST,/api/v1/admin/menu/categories/import,MasterDataImportController@import,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,menu.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,Required commit,none,NO,NOT_APPLICABLE,PARTIAL,HIGH,Complete dry-run/commit import.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Vouchers/promotions + loyalty,GET,/api/v1/admin/benefits/vouchers,VoucherController@index,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,voucher.master_data.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,none,NO,GATED/PARTIAL,MISSING/PARTIAL,MEDIUM,Add voucher master-data UI.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Vouchers/promotions + loyalty,POST,/api/v1/admin/benefits/vouchers,VoucherController@store,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,voucher.master_data.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,Required,none,NO,GATED/PARTIAL,MISSING/PARTIAL,HIGH,Add voucher create/update/import/export.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Vouchers/promotions + loyalty,GET,/api/v1/admin/benefits/loyalty-tiers,LoyaltyTierController@index,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,voucher.master_data.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,none,NO,GATED/PARTIAL,MISSING/PARTIAL,MEDIUM,Add loyalty tier UI.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Vouchers/promotions + loyalty,POST,/api/v1/admin/settings/benefits,BenefitSettingController@upsert,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,voucher.master_data.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,Required,none,NO,GATED/PARTIAL,MISSING/PARTIAL,HIGH,Add benefits settings upsert.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Admin settings / branch / table / zones / templates,GET,/api/v1/admin/settings/branches,BranchController@index,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,settings.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,none,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete branch registry.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Admin settings / branch / table / zones / templates,POST,/api/v1/admin/settings/branches,BranchController@store,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,settings.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,Required,none,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete branch create.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Admin settings / branch / table / zones / templates,PATCH,/api/v1/admin/settings/branches/{id},BranchController@update,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,settings.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,body.row_version required,Required,none,NO,NOT_APPLICABLE,PARTIAL/MISSING,HIGH,Complete branch update with row_version.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Admin settings / branch / table / zones / templates,GET,/api/v1/admin/settings/finance/tax-profile,FinanceTaxProfileController@showTaxProfile,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,settings.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,none,NO,NOT_APPLICABLE,MISSING/PARTIAL,MEDIUM,Add tax profile UI.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Admin settings / branch / table / zones / templates,POST,/api/v1/admin/settings/finance/tax-profile,FinanceTaxProfileController@upsertTaxProfile,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,settings.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,payload-dependent,Required,none,NO,NOT_APPLICABLE,MISSING/PARTIAL,HIGH,Add tax profile upsert validation.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Reporting,POST,/api/v1/admin/settings/reporting/snapshots/rebuild,ReportingSnapshotController@rebuild,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,settings.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,Required,none,NO,NOT_APPLICABLE,MISSING/PARTIAL,MEDIUM,Add snapshot rebuild action/confirmation.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Admin settings / branch / table / zones / templates,GET,/api/v1/admin/kitchen/stations,KitchenStationController@index,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,settings.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,none,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete station config.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Admin settings / branch / table / zones / templates,POST,/api/v1/admin/kitchen/stations,KitchenStationController@store,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,settings.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,Required,none,NO,NOT_APPLICABLE,PARTIAL/MISSING,MEDIUM,Complete station create/update/category routes.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Admin settings / branch / table / zones / templates,PUT,/api/v1/admin/kitchen/stations/{station_id}/category-routes,KitchenCategoryRouteController@update,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,settings.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,payload-dependent,Required,none,NO,NOT_APPLICABLE,MISSING/PARTIAL,HIGH,Add category route sync UI.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Admin settings / branch / table / zones / templates,GET,/api/v1/admin/restaurant/zones,RestaurantZoneController@index,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,settings.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,none,NO,NOT_APPLICABLE,PARTIAL,LOW,Complete zone list.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Admin settings / branch / table / zones / templates,POST,/api/v1/admin/restaurant/zones/rename,RestaurantZoneController@rename,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,settings.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,payload-dependent,Required,none,NO,NOT_APPLICABLE,MISSING/PARTIAL,MEDIUM,Add zone rename action.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Admin settings / branch / table / zones / templates,GET,/api/v1/admin/restaurant/tables,RestaurantTableController@index,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,settings.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,none,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete table registry.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Admin settings / branch / table / zones / templates,POST,/api/v1/admin/restaurant/tables,RestaurantTableController@store,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,settings.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,Required,none,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete table create.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Admin settings / branch / table / zones / templates,PATCH,/api/v1/admin/restaurant/tables/{id},RestaurantTableController@update,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,settings.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,row_version expected,Required,none,NO,NOT_APPLICABLE,PARTIAL/MISSING,HIGH,Complete table update.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Admin settings / branch / table / zones / templates,DELETE,/api/v1/admin/restaurant/tables/{id},RestaurantTableController@destroy,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,settings.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,row_version expected,Required,none,NO,NOT_APPLICABLE,MISSING/PARTIAL,HIGH,Add safe delete guard and active link warnings.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Admin settings / branch / table / zones / templates,GET,/api/v1/admin/restaurant/table-templates,TableTemplateController@index,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,settings.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,none,NO,NOT_APPLICABLE,PARTIAL,LOW,Use templates in table create.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Inventory/procurement,GET,/api/v1/admin/inventory/ingredients,InventoryAdjustmentController@listIngredients,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,inventory.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,inventory.uplift off prod-like,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete ingredients list.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Inventory/procurement,POST,/api/v1/admin/inventory/ingredients,InventoryAdjustmentController@createIngredient,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,inventory.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,Required,inventory.uplift off prod-like,NO,NOT_APPLICABLE,PARTIAL/MISSING,MEDIUM,Add ingredient create.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Inventory/procurement,PATCH,/api/v1/admin/inventory/ingredients/{id},InventoryAdjustmentController@updateIngredient,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,inventory.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,row_version expected,Required,inventory.uplift off prod-like,NO,NOT_APPLICABLE,MISSING/PARTIAL,HIGH,Add ingredient update row_version.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Inventory/procurement,GET,/api/v1/admin/inventory/menu-items/{id}/recipe,InventoryAdjustmentController@showMenuItemRecipe,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,inventory.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,inventory.uplift off prod-like,NO,NOT_APPLICABLE,MISSING/PARTIAL,MEDIUM,Add recipe viewer.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Inventory/procurement,PUT,/api/v1/admin/inventory/menu-items/{id}/recipe,InventoryAdjustmentController@upsertMenuItemRecipe,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,inventory.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,payload-dependent,Required,inventory.uplift off prod-like,NO,NOT_APPLICABLE,MISSING/PARTIAL,HIGH,Add recipe sync UI.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Inventory/procurement,GET,/api/v1/admin/inventory/ingredients/{id}/movements,InventoryAdjustmentController@listIngredientMovements,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,inventory.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,inventory.uplift off prod-like,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete movements list.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Inventory/procurement,POST,/api/v1/admin/inventory/ingredients/{id}/movements,InventoryAdjustmentController@createIngredientMovement,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,inventory.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,Required,inventory.uplift off prod-like,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete movement create validation.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Inventory/procurement,GET,/api/v1/admin/inventory/suppliers,ProcurementController@listSuppliers,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,inventory.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,inventory.uplift off prod-like,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete suppliers list.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Inventory/procurement,POST,/api/v1/admin/inventory/suppliers,ProcurementController@createSupplier,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,inventory.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,Required,inventory.uplift off prod-like,NO,NOT_APPLICABLE,PARTIAL/MISSING,MEDIUM,Complete supplier create.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Inventory/procurement,PATCH,/api/v1/admin/inventory/suppliers/{id},ProcurementController@updateSupplier,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,inventory.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,row_version expected,Required,inventory.uplift off prod-like,NO,NOT_APPLICABLE,MISSING/PARTIAL,HIGH,Complete supplier update row_version.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Inventory/procurement,GET,/api/v1/admin/inventory/purchase-orders,ProcurementController@listPurchaseOrders,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,inventory.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,inventory.uplift off prod-like,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete PO list.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Inventory/procurement,POST,/api/v1/admin/inventory/purchase-orders,ProcurementController@createPurchaseOrder,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,inventory.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,Required,inventory.uplift off prod-like,NO,NOT_APPLICABLE,MISSING/PARTIAL,HIGH,Complete PO create.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Inventory/procurement,PATCH,/api/v1/admin/inventory/purchase-orders/{id},ProcurementController@updatePurchaseOrder,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,inventory.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,row_version expected,Required,inventory.uplift off prod-like,NO,NOT_APPLICABLE,MISSING/PARTIAL,HIGH,Complete PO update.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
Inventory/procurement,GET,/api/v1/admin/inventory/purchase-orders/{id}/receipts,ProcurementController@listPurchaseOrderReceipts,MetricsRequestMiddleware + ResolveCustomerAuthMiddleware + require.redis + StaffApiKeyMiddleware + staff.capability,inventory.manage,X-Staff-Key; Idempotency-Key for mutations/import commit,No,No,inventory.uplift off prod-like,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete receipts list.,routes/api/admin.php; config/staff_capabilities.php; staff-web/src/shared/api/staff-api.ts
